ticker,name,market_cap,date,market
015580,신한은행,1599600000000,1995-11-30,KOSPI
005931,"Empty DataFrame
Columns: []
Index: []",1524616379000,1995-11-30,KOSPI
000130,한일은행,1518900000000,1995-11-30,KOSPI
000030,우리은행,1467100000000,1995-11-30,KOSPI
005380,현대차,1460765306000,1995-11-30,KOSPI
003600,SK,1433223180000,1995-11-30,KOSPI
000270,기아,1371067922400,1995-11-30,KOSPI
005935,삼성전자우,1355403192000,1995-11-30,KOSPI
003490,대한항공,1274867046400,1995-11-30,KOSPI
010950,S-Oil,1238410712000,1995-11-30,KOSPI
000110,제일은행,1228360000000,1995-11-30,KOSPI
015760,한국전력,18994193834000,1995-12-27,KOSPI
005930,삼성전자,7665978945000,1995-12-27,KOSPI
005490,POSCO홀딩스,4760821767000,1995-12-27,KOSPI
017670,SK텔레콤,3229820000000,1995-12-27,KOSPI
000200,대우중공업,3019233063600,1995-12-27,KOSPI
002610,LGEI,2147246982000,1995-12-27,KOSPI
015940,LG데이콤,1621128231000,1995-12-27,KOSPI
000720,현대건설,1595383099200,1995-12-27,KOSPI
015580,신한은행,1568640000000,1995-12-27,KOSPI
005931,"Empty DataFrame
Columns: []
Index: []",1492631420000,1995-12-27,KOSPI
000010,조흥은행,1480920000000,1995-12-27,KOSPI
003600,SK,1422606712000,1995-12-27,KOSPI
005380,현대차,1408595116500,1995-12-27,KOSPI
005935,삼성전자우,1386207810000,1995-12-27,KOSPI
000270,기아,1378519378500,1995-12-27,KOSPI
000130,한일은행,1374480000000,1995-12-27,KOSPI
003490,대한항공,1365211955200,1995-12-27,KOSPI
000030,우리은행,1317500000000,1995-12-27,KOSPI
010950,S-Oil,1238410712000,1995-12-27,KOSPI
000110,제일은행,1131600000000,1995-12-27,KOSPI
015760,한국전력,18335937660600,1996-01-31,KOSPI
005930,삼성전자,9517828275000,1996-01-31,KOSPI
005490,POSCO홀딩스,5117648645000,1996-01-31,KOSPI
017670,SK텔레콤,3771717194000,1996-01-31,KOSPI
000200,대우중공업,2840580219600,1996-01-31,KOSPI
002610,LGEI,2042698450800,1996-01-31,KOSPI
015580,신한은행,1884960000000,1996-01-31,KOSPI
000720,현대건설,1742664512400,1996-01-31,KOSPI
015940,LG데이콤,1718982000000,1996-01-31,KOSPI
006400,삼성SDI,1649202406000,1996-01-31,KOSPI
004940,외환은행,1567500000000,1996-01-31,KOSPI
005935,삼성전자우,1566620890000,1996-01-31,KOSPI
000010,조흥은행,1510440000000,1996-01-31,KOSPI
003600,SK,1445390024000,1996-01-31,KOSPI
000130,한일은행,1444200000000,1996-01-31,KOSPI
005380,현대차,1384516567500,1996-01-31,KOSPI
000030,우리은행,1351500000000,1996-01-31,KOSPI
000270,기아,1274198993100,1996-01-31,KOSPI
010140,삼성중공업,1271195098300,1996-01-31,KOSPI
003490,대한항공,1244752076800,1996-01-31,KOSPI
015760,한국전력,17805534970500,1996-02-29,KOSPI
005930,삼성전자,8738788950000,1996-02-29,KOSPI
005490,POSCO홀딩스,4882894120000,1996-02-29,KOSPI
017670,SK텔레콤,3639879055000,1996-02-29,KOSPI
000200,대우중공업,2833727373100,1996-02-29,KOSPI
015580,신한은행,2069760000000,1996-02-29,KOSPI
000720,현대건설,1830529950000,1996-02-29,KOSPI
002610,LGEI,1759467153000,1996-02-29,KOSPI
004940,외환은행,1749000000000,1996-02-29,KOSPI
000010,조흥은행,1640000000000,1996-02-29,KOSPI
000130,한일은행,1583640000000,1996-02-29,KOSPI
006400,삼성SDI,1580114197100,1996-02-29,KOSPI
015940,LG데이콤,1554957000000,1996-02-29,KOSPI
000030,우리은행,1538500000000,1996-02-29,KOSPI
003600,SK,1488261762000,1996-02-29,KOSPI
005935,삼성전자우,1450506635800,1996-02-29,KOSPI
005380,현대차,1384516567500,1996-02-29,KOSPI
023130,국민은행,1313677192800,1996-02-29,KOSPI
000270,기아,1236941712600,1996-02-29,KOSPI
003490,대한항공,1214637107200,1996-02-29,KOSPI
015760,한국전력,19708080525000,1996-03-30,KOSPI
005930,삼성전자,6096829500000,1996-03-30,KOSPI
005490,POSCO홀딩스,5371183532000,1996-03-30,KOSPI
017670,SK텔레콤,3720128357000,1996-03-30,KOSPI
000200,대우중공업,2801566532800,1996-03-30,KOSPI
015580,신한은행,2156000000000,1996-03-30,KOSPI
000720,현대건설,1835411363200,1996-03-30,KOSPI
002610,LGEI,1819546519200,1996-03-30,KOSPI
004940,외환은행,1798500000000,1996-03-30,KOSPI
000010,조흥은행,1656400000000,1996-03-30,KOSPI
015940,LG데이콤,1627128000000,1996-03-30,KOSPI
003600,SK,1623001510000,1996-03-30,KOSPI
005380,현대차,1617275874500,1996-03-30,KOSPI
000130,한일은행,1610200000000,1996-03-30,KOSPI
006400,삼성SDI,1548913070500,1996-03-30,KOSPI
000030,우리은행,1496000000000,1996-03-30,KOSPI
023130,국민은행,1400000000000,1996-03-30,KOSPI
000270,기아,1259296080900,1996-03-30,KOSPI
003490,대한항공,1254790400000,1996-03-30,KOSPI
000830,삼성물산,1155270402000,1996-03-30,KOSPI
015760,한국전력,20603399075700,1996-04-30,KOSPI
005930,삼성전자,7437315312000,1996-04-30,KOSPI
005490,POSCO홀딩스,5774961315000,1996-04-30,KOSPI
017670,SK텔레콤,4310533936000,1996-04-30,KOSPI
000200,대우중공업,3091014095500,1996-04-30,KOSPI
005931,"Empty DataFrame
Columns: []
Index: []",2149445772000,1996-04-30,KOSPI
015580,신한은행,2119040000000,1996-04-30,KOSPI
002610,LGEI,2077029517200,1996-04-30,KOSPI
000720,현대건설,1956038578200,1996-04-30,KOSPI
015940,LG데이콤,1915812000000,1996-04-30,KOSPI
004940,외환은행,1881000000000,1996-04-30,KOSPI
006400,삼성SDI,1801936903500,1996-04-30,KOSPI
003600,SK,1776114860000,1996-04-30,KOSPI
000010,조흥은행,1771200000000,1996-04-30,KOSPI
000130,한일은행,1626800000000,1996-04-30,KOSPI
005380,현대차,1557079502000,1996-04-30,KOSPI
000030,우리은행,1547000000000,1996-04-30,KOSPI
000270,기아,1368872972100,1996-04-30,KOSPI
023130,국민은행,1368000000000,1996-04-30,KOSPI
011650,LG정보,1346850000000,1996-04-30,KOSPI
015760,한국전력,18926660935400,1996-05-31,KOSPI
005490,POSCO홀딩스,5089478102000,1996-05-31,KOSPI
005930,삼성전자,4841271288000,1996-05-31,KOSPI
017670,SK텔레콤,4350658587000,1996-05-31,KOSPI
000200,대우중공업,2851594506600,1996-05-31,KOSPI
015940,LG데이콤,2014227000000,1996-05-31,KOSPI
000720,현대건설,1980924565200,1996-05-31,KOSPI
015580,신한은행,1872640000000,1996-05-31,KOSPI
002610,LGEI,1862460352200,1996-05-31,KOSPI
006400,삼성SDI,1728129871000,1996-05-31,KOSPI
004940,외환은행,1699500000000,1996-05-31,KOSPI
003600,SK,1506109447500,1996-05-31,KOSPI
000010,조흥은행,1489120000000,1996-05-31,KOSPI
005931,"Empty DataFrame
Columns: []
Index: []",1428810329600,1996-05-31,KOSPI
000130,한일은행,1406020000000,1996-05-31,KOSPI
000030,우리은행,1353200000000,1996-05-31,KOSPI
005380,현대차,1336359469500,1996-05-31,KOSPI
011650,LG정보,1266900000000,1996-05-31,KOSPI
023130,국민은행,1232000000000,1996-05-31,KOSPI
000270,기아,1225179124200,1996-05-31,KOSPI
015760,한국전력,17431566355800,1996-06-29,KOSPI
005930,삼성전자,4806189612000,1996-06-29,KOSPI
005490,POSCO홀딩스,4779602129000,1996-06-29,KOSPI
017670,SK텔레콤,3668539520000,1996-06-29,KOSPI
000200,대우중공업,2454944142900,1996-06-29,KOSPI
015580,신한은행,1811040000000,1996-06-29,KOSPI
015940,LG데이콤,1745226000000,1996-06-29,KOSPI
000720,현대건설,1677315523800,1996-06-29,KOSPI
002610,LGEI,1544897988000,1996-06-29,KOSPI
004940,외환은행,1534500000000,1996-06-29,KOSPI
003600,SK,1461174058000,1996-06-29,KOSPI
006400,삼성SDI,1447153359600,1996-06-29,KOSPI
000010,조흥은행,1394000000000,1996-06-29,KOSPI
005931,"Empty DataFrame
Columns: []
Index: []",1372737831200,1996-06-29,KOSPI
000130,한일은행,1328000000000,1996-06-29,KOSPI
000030,우리은행,1258000000000,1996-06-29,KOSPI
005380,현대차,1228005999000,1996-06-29,KOSPI
023130,국민은행,1208000000000,1996-06-29,KOSPI
000810,삼성화재,1157529880000,1996-06-29,KOSPI
011650,LG정보,1131600000000,1996-06-29,KOSPI
015760,한국전력,15802174710000,1996-07-31,KOSPI
005930,삼성전자,4911434640000,1996-07-31,KOSPI
005490,POSCO홀딩스,4817162853000,1996-07-31,KOSPI
017670,SK텔레콤,4143170920000,1996-07-31,KOSPI
000200,대우중공업,2183363713700,1996-07-31,KOSPI
015580,신한은행,1848000000000,1996-07-31,KOSPI
015940,LG데이콤,1804275000000,1996-07-31,KOSPI
000720,현대건설,1647452339400,1996-07-31,KOSPI
004940,외환은행,1567500000000,1996-07-31,KOSPI
006400,삼성SDI,1469532019800,1996-07-31,KOSPI
005931,"Empty DataFrame
Columns: []
Index: []",1412196256000,1996-07-31,KOSPI
002610,LGEI,1390408189200,1996-07-31,KOSPI
011650,LG정보,1383750000000,1996-07-31,KOSPI
003600,SK,1371292230000,1996-07-31,KOSPI
000010,조흥은행,1369400000000,1996-07-31,KOSPI
000130,한일은행,1311400000000,1996-07-31,KOSPI
023130,국민은행,1288000000000,1996-07-31,KOSPI
005380,현대차,1276163097000,1996-07-31,KOSPI
000030,우리은행,1275000000000,1996-07-31,KOSPI
000270,기아,1164676451400,1996-07-31,KOSPI
015760,한국전력,15617667394200,1996-08-31,KOSPI
005490,POSCO홀딩스,4638749414000,1996-08-31,KOSPI
005930,삼성전자,4308029812800,1996-08-31,KOSPI
017670,SK텔레콤,3267853120000,1996-08-31,KOSPI
000200,대우중공업,2233391687500,1996-08-31,KOSPI
015580,신한은행,1798720000000,1996-08-31,KOSPI
015940,LG데이콤,1738665000000,1996-08-31,KOSPI
000720,현대건설,1542931194000,1996-08-31,KOSPI
004940,외환은행,1452000000000,1996-08-31,KOSPI
000010,조흥은행,1361200000000,1996-08-31,KOSPI
003600,SK,1321427058000,1996-08-31,KOSPI
006400,삼성SDI,1317854434000,1996-08-31,KOSPI
002610,LGEI,1313163289800,1996-08-31,KOSPI
023130,국민은행,1264000000000,1996-08-31,KOSPI
000030,우리은행,1258000000000,1996-08-31,KOSPI
011650,LG정보,1254600000000,1996-08-31,KOSPI
005380,현대차,1252084548000,1996-08-31,KOSPI
000130,한일은행,1241680000000,1996-08-31,KOSPI
005931,"Empty DataFrame
Columns: []
Index: []",1227364687200,1996-08-31,KOSPI
000270,기아,1119299446800,1996-08-31,KOSPI
015760,한국전력,17122984733400,1996-09-30,KOSPI
005930,삼성전자,4546585209600,1996-09-30,KOSPI
005490,POSCO홀딩스,4272532355000,1996-09-30,KOSPI
017670,SK텔레콤,3046105944000,1996-09-30,KOSPI
000200,대우중공업,2215524554000,1996-09-30,KOSPI
015580,신한은행,1823360000000,1996-09-30,KOSPI
015940,LG데이콤,1653372000000,1996-09-30,KOSPI
004940,외환은행,1569150000000,1996-09-30,KOSPI
000010,조흥은행,1476000000000,1996-09-30,KOSPI
000130,한일은행,1311400000000,1996-09-30,KOSPI
003600,SK,1308960765000,1996-09-30,KOSPI
005931,"Empty DataFrame
Columns: []
Index: []",1291744222400,1996-09-30,KOSPI
000030,우리은행,1286900000000,1996-09-30,KOSPI
006400,삼성SDI,1275583631400,1996-09-30,KOSPI
000720,현대건설,1264208139600,1996-09-30,KOSPI
011650,LG정보,1248450000000,1996-09-30,KOSPI
002610,LGEI,1235918390400,1996-09-30,KOSPI
023130,국민은행,1176000000000,1996-09-30,KOSPI
005380,현대차,1163796535000,1996-09-30,KOSPI
000270,기아,1081485276300,1996-09-30,KOSPI
015760,한국전력,15251963137200,1996-10-31,KOSPI
005930,삼성전자,4076490751200,1996-10-31,KOSPI
005490,POSCO홀딩스,3803023305000,1996-10-31,KOSPI
017670,SK텔레콤,2538421620000,1996-10-31,KOSPI
000200,대우중공업,2251258821000,1996-10-31,KOSPI
015580,신한은행,1638560000000,1996-10-31,KOSPI
015940,LG데이콤,1522152000000,1996-10-31,KOSPI
004940,외환은행,1338150000000,1996-10-31,KOSPI
000010,조흥은행,1328400000000,1996-10-31,KOSPI
006400,삼성SDI,1292989256000,1996-10-31,KOSPI
000130,한일은행,1210140000000,1996-10-31,KOSPI
000030,우리은행,1207000000000,1996-10-31,KOSPI
003600,SK,1202997274500,1996-10-31,KOSPI
000720,현대건설,1194527376000,1996-10-31,KOSPI
000270,기아,1187364953700,1996-10-31,KOSPI
005931,"Empty DataFrame
Columns: []
Index: []",1173368948000,1996-10-31,KOSPI
002610,LGEI,1167256257600,1996-10-31,KOSPI
023130,국민은행,1056000000000,1996-10-31,KOSPI
010950,S-Oil,1041390826000,1996-10-31,KOSPI
011650,LG정보,1033200000000,1996-10-31,KOSPI
015760,한국전력,16318972904000,1996-11-30,KOSPI
005930,삼성전자,4230850125600,1996-11-30,KOSPI
005490,POSCO홀딩스,3887534934000,1996-11-30,KOSPI
017670,SK텔레콤,2625953850000,1996-11-30,KOSPI
000200,대우중공업,2047573499100,1996-11-30,KOSPI
029890,현대반도체,1497690000000,1996-11-30,KOSPI
015580,신한은행,1478400000000,1996-11-30,KOSPI
015940,LG데이콤,1397493000000,1996-11-30,KOSPI
003600,SK,1325302596800,1996-11-30,KOSPI
006400,삼성SDI,1280556667000,1996-11-30,KOSPI
004940,외환은행,1262250000000,1996-11-30,KOSPI
005931,"Empty DataFrame
Columns: []
Index: []",1225287928000,1996-11-30,KOSPI
000270,기아,1217616290100,1996-11-30,KOSPI
000720,현대건설,1085029033200,1996-11-30,KOSPI
002610,LGEI,1081428591600,1996-11-30,KOSPI
010950,S-Oil,1069536524000,1996-11-30,KOSPI
000010,조흥은행,1066000000000,1996-11-30,KOSPI
005380,현대차,983207417500,1996-11-30,KOSPI
018880,한온시스템,971360000000,1996-11-30,KOSPI
000030,우리은행,957100000000,1996-11-30,KOSPI
015760,한국전력,15440258978400,1996-12-27,KOSPI
005490,POSCO홀딩스,3427416065000,1996-12-27,KOSPI
005930,삼성전자,3192432516000,1996-12-27,KOSPI
017670,SK텔레콤,2660966568000,1996-12-27,KOSPI
000200,대우중공업,1865328737400,1996-12-27,KOSPI
015580,신한은행,1416800000000,1996-12-27,KOSPI
029890,현대반도체,1393200000000,1996-12-27,KOSPI
015940,LG데이콤,1288580400000,1996-12-27,KOSPI
004940,외환은행,1262250000000,1996-12-27,KOSPI
000270,기아,1247867626500,1996-12-27,KOSPI
000010,조흥은행,1228166874000,1996-12-27,KOSPI
006400,삼성SDI,1200988097400,1996-12-27,KOSPI
003600,SK,1165101184000,1996-12-27,KOSPI
018880,한온시스템,1087176000000,1996-12-27,KOSPI
000660,SK하이닉스,1058000000000,1996-12-27,KOSPI
010950,S-Oil,1041390826000,1996-12-27,KOSPI
000720,현대건설,975530690400,1996-12-27,KOSPI
000130,한일은행,962800000000,1996-12-27,KOSPI
000030,우리은행,938400000000,1996-12-27,KOSPI
023130,국민은행,936000000000,1996-12-27,KOSPI
015760,한국전력,17888104914000,1997-01-31,KOSPI
005930,삼성전자,4282847462400,1997-01-31,KOSPI
005490,POSCO홀딩스,4009607287000,1997-01-31,KOSPI
017670,SK텔레콤,3133642557000,1997-01-31,KOSPI
000200,대우중공업,1815300763600,1997-01-31,KOSPI
015940,LG데이콤,1439957000000,1997-01-31,KOSPI
029890,현대반도체,1434996000000,1997-01-31,KOSPI
000660,SK하이닉스,1366400000000,1997-01-31,KOSPI
015580,신한은행,1305920000000,1997-01-31,KOSPI
003600,SK,1288893184800,1997-01-31,KOSPI
006400,삼성SDI,1287020955000,1997-01-31,KOSPI
000270,기아,1202490621900,1997-01-31,KOSPI
010950,S-Oil,1176490176400,1997-01-31,KOSPI
000720,현대건설,1174763634000,1997-01-31,KOSPI
023130,국민은행,1170231753600,1997-01-31,KOSPI
004940,외환은행,1155000000000,1997-01-31,KOSPI
000010,조흥은행,1043941842900,1997-01-31,KOSPI
011650,LG정보,1036950000000,1997-01-31,KOSPI
000030,우리은행,977500000000,1997-01-31,KOSPI
005380,현대차,971168143000,1997-01-31,KOSPI
015760,한국전력,15572058136000,1997-02-28,KOSPI
005930,삼성전자,5273994752000,1997-02-28,KOSPI
005490,POSCO홀딩스,4037777830000,1997-02-28,KOSPI
017670,SK텔레콤,2888553195000,1997-02-28,KOSPI
000660,SK하이닉스,2016000000000,1997-02-28,KOSPI
029890,현대반도체,1852956000000,1997-02-28,KOSPI
000200,대우중공업,1572307748000,1997-02-28,KOSPI
015940,LG데이콤,1561141500000,1997-02-28,KOSPI
015580,신한은행,1293600000000,1997-02-28,KOSPI
006400,삼성SDI,1200316385400,1997-02-28,KOSPI
003600,SK,1172383066400,1997-02-28,KOSPI
000270,기아,1164676451400,1997-02-28,KOSPI
011650,LG정보,1123750000000,1997-02-28,KOSPI
010950,S-Oil,1069536524000,1997-02-28,KOSPI
023130,국민은행,1049493556800,1997-02-28,KOSPI
000720,현대건설,1009228758300,1997-02-28,KOSPI
004940,외환은행,955350000000,1997-02-28,KOSPI
005380,현대차,955115777000,1997-02-28,KOSPI
002610,LGEI,952687092600,1997-02-28,KOSPI
000010,조흥은행,896933989800,1997-02-28,KOSPI
015760,한국전력,16326563656000,1997-03-31,KOSPI
005930,삼성전자,5446763545600,1997-03-31,KOSPI
005490,POSCO홀딩스,4047168011000,1997-03-31,KOSPI
017670,SK텔레콤,2888553195000,1997-03-31,KOSPI
000660,SK하이닉스,2268000000000,1997-03-31,KOSPI
029890,현대반도체,1866888000000,1997-03-31,KOSPI
000200,대우중공업,1622335721800,1997-03-31,KOSPI
015940,LG데이콤,1468471000000,1997-03-31,KOSPI
011650,LG정보,1348500000000,1997-03-31,KOSPI
015580,신한은행,1318240000000,1997-03-31,KOSPI
000270,기아,1172239285500,1997-03-31,KOSPI
003600,SK,1165101184000,1997-03-31,KOSPI
023130,국민은행,1142369092800,1997-03-31,KOSPI
006400,삼성SDI,1067550013200,1997-03-31,KOSPI
000720,현대건설,1008348864000,1997-03-31,KOSPI
005380,현대차,939063411000,1997-03-31,KOSPI
004940,외환은행,932250000000,1997-03-31,KOSPI
010950,S-Oil,911920615200,1997-03-31,KOSPI
002610,LGEI,892607726400,1997-03-31,KOSPI
000010,조흥은행,855995094000,1997-03-31,KOSPI
015760,한국전력,16703330509600,1997-04-30,KOSPI
005930,삼성전자,5510415206400,1997-04-30,KOSPI
005490,POSCO홀딩스,5033137016000,1997-04-30,KOSPI
017670,SK텔레콤,2740798944000,1997-04-30,KOSPI
000660,SK하이닉스,1993600000000,1997-04-30,KOSPI
029890,현대반도체,1929582000000,1997-04-30,KOSPI
000200,대우중공업,1750979083000,1997-04-30,KOSPI
015940,LG데이콤,1431353242500,1997-04-30,KOSPI
015580,신한은행,1379840000000,1997-04-30,KOSPI
011650,LG정보,1364000000000,1997-04-30,KOSPI
023130,국민은행,1300257504000,1997-04-30,KOSPI
000270,기아,1270556128800,1997-04-30,KOSPI
003600,SK,1157819301600,1997-04-30,KOSPI
006400,삼성SDI,1127159404800,1997-04-30,KOSPI
010950,S-Oil,1007615988400,1997-04-30,KOSPI
000720,현대건설,975645657600,1997-04-30,KOSPI
004940,외환은행,950400000000,1997-04-30,KOSPI
005380,현대차,943076502500,1997-04-30,KOSPI
002610,LGEI,909773259600,1997-04-30,KOSPI
000010,조흥은행,896933989800,1997-04-30,KOSPI
015760,한국전력,17268491900000,1997-05-31,KOSPI
005930,삼성전자,6092373248000,1997-05-31,KOSPI
005490,POSCO홀딩스,5540206790000,1997-05-31,KOSPI
000200,대우중공업,2769405692500,1997-05-31,KOSPI
029890,현대반도체,2674944000000,1997-05-31,KOSPI
000660,SK하이닉스,2430400000000,1997-05-31,KOSPI
017670,SK텔레콤,2404209600000,1997-05-31,KOSPI
003600,SK,1478222127200,1997-05-31,KOSPI
015940,LG데이콤,1431353242500,1997-05-31,KOSPI
011650,LG정보,1426000000000,1997-05-31,KOSPI
002610,LGEI,1347494356200,1997-05-31,KOSPI
015580,신한은행,1330560000000,1997-05-31,KOSPI
006400,삼성SDI,1246378188000,1997-05-31,KOSPI
023130,국민은행,1225957075200,1997-05-31,KOSPI
000270,기아,1202490621900,1997-05-31,KOSPI
000720,현대건설,1160963827200,1997-05-31,KOSPI
005380,현대차,1103600162500,1997-05-31,KOSPI
